PA_10000ft,,PA_9000ft,,PA_8000ft,,PA_7000ft,,PA_6000ft,,PA_5000ft,,PA_4000ft,,PA_3000ft,,PA_2000ft,,PA_1000ft,,PA_0ft,,PA_-1000ft,
X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
4.653381716600607,-4.863046612205679,4.59287593594187,5.132148005766453,5.560008486100176,-4.786160499759731,5.775611095774786,0.13455069678039422,6.344169015396534,0.13455069678039422,6.928093365278332,0.13455069678039422,7.542743191523441,0.057664584334446545,8.218873507122304,0.13455069678039422,8.910355484667651,0.057664584334446545,9.678684381826795,0.13455069678039422,10.462372325089206,0.13455069678039422,11.123128826271241,0.13455069678039422
4.392632372370529,0.13455069678039422,4.3167601614517475,10.129745314752512,5.283885327453272,0.13455069678039422,5.514861751544708,5.132148005766453,6.021946565969489,5.05526189332052,6.57513805533119,5.05526189332052,7.174436219629814,5.132148005766453,7.804452476134974,5.05526189332052,8.480582791733834,5.132148005766453,9.218171444216104,5.132148005766453,10.001852003321734,5.05526189332052,11.015807491624663,2.6717924074963832
4.177982318920594,5.132148005766453,4.040644386961623,15.127342623738585,5.023135983223194,5.132148005766453,5.223372162637756,10.052859202306578,5.699746269012782,10.20663142719846,6.206823699280782,10.052859202306578,6.79076281747614,10.20663142719846,7.420771689824517,10.052859202306578,8.050817482956798,10.283517539644393,8.75766589076219,10.20663142719846,9.525972635450994,10.052859202306578,10.86237948204116,5.132148005766453
3.917232974690518,10.129745314752512,3.733795751951406,20.124939932724644,4.747020208733072,10.129745314752512,4.870439005160958,15.204228736184518,5.346790959065642,15.127342623738585,5.838509343230375,15.050456511292637,6.391715600905639,15.204228736184518,7.006372811307529,15.204228736184518,7.62103002170942,15.204228736184518,8.29713818483794,15.050456511292637,9.004001360956895,15.127342623738585,10.325034393130235,10.129745314752512
3.625758154097128,15.204228736184518,3.580345589897564,22.354637193656885,4.4248125276195855,15.204228736184518,4.50211726495377,20.124939932724644,4.963117556911967,20.20182604517059,5.470202371336748,20.124939932724644,5.961928139658261,20.124939932724644,6.561218919800106,20.124939932724644,7.114410409161807,20.124939932724644,7.7598004800837925,20.124939932724644,8.451289841785922,20.124939932724644,9.772330258116039,15.204228736184518
3.3496349954502227,20.124939932724644,,,4.117956508452587,20.124939932724644,4.179909583840284,25.19942335415665,4.594795816704779,25.122537241710717,5.0404296784029325,25.19942335415665,5.532148062567663,25.122537241710717,6.069973121669318,25.122537241710717,6.607790796614194,25.04565112926477,7.237829205589693,25.19942335415665,7.898578322614944,25.122537241710717,9.142786587644828,20.20182604517059
,,,,3.8263856938210514,24.199903892359444,4.07245533437166,26.352715040845744,4.34921353050168,28.04420951465641,4.610627448841993,29.966362325804894,5.087001555217021,30.120134550696775,5.563360893278486,30.120134550696775,6.070467860173607,30.273906775588657,6.654377441741842,30.120134550696775,7.2536534535701245,29.966362325804894,8.6054414987339,25.19942335415665
,,,,,,,,,,,,4.902796380172744,32.1191734742912,5.194935774876371,33.96444017299375,5.502463752310388,36.040365209034114,6.117039736987697,35.19461797212878,6.700956702712712,35.11773185968284,7.929791153325767,30.120134550696775
,,,,,,,,,,,,,,,,,,5.825343391690892,37.9625180201826,6.1482377993849555,40.03844305622297,7.284888436751289,35.19461797212878
,,,,,,,,,,,,,,,,,,,,,,6.716795719006705,40.03844305622297
